trans_num,trans_date_trans_time,customer_id,merchant_id,amt,distance_km,is_fraud,unix_time
10556d7be92c2374dd100290f9bff871,2019-01-01 10:52:40,15c47c167dad7c2450feb6d3c29765163d2b48da99f0c77ac842bbb5891d38aa,e5fd2d078eae4da9e581629351801a70d0c8303cb557de00c77462698a05ac50,7.81,94.98743056282902,0,1325415160
8c20f0d0753df7a63a644ad46d98aa08,2019-01-01 10:52:57,98e587c5120abc79bfd0d455f8322fe2df2ab3706382a8773a2be3171bfe762f,a6a34f68c80d0e28bee9e3cd282058906bd199af9cfa6b4dda0f7b308cb5ef70,71.65,80.95028977832081,0,1325415177
6c49894f3890c914a0f555ec09947f91,2019-01-01 10:53:07,784a157a2d63aa024b92621c61c9ef096cf187216611d1da05da20871b7eb473,29184446b05b086a6ec87e630ec16f8f386d80d53d73be3d9f31dbaf22926b91,1.86,71.5402218715538,0,1325415187
1a991fc524118b9ab2d35ea477efd852,2019-01-01 10:53:23,35fd05a0b1feb43ac7924ef0fd5de226fdc43125ebf0c7481a04c8eecc06e178,fc034f290823d6e8692c54716efa9173430f1feca110750392b40144d7fe3cbe,4.64,97.22690652342222,0,1325415203
cc4998afaa3135b4936732349282e1ce,2019-01-01 10:53:43,6c313a33ec18608c1512732250426c668b54a150a39421d336e1d959c99fe77f,922259a066f37dc83a627e9ed9a8419d114bb5ef7512662cbcb4abe4ef098e51,8.07,85.38159311613865,0,1325415223
9c426a6dccbe7fdbdf9fc08293f50646,2019-01-01 10:53:58,0d15ae7acc685048b63db49660ee5f962e7c5c77248901c04daae1b2891fdbc7,4a0af34e51f2d8bb931daf0a2acf9a56b4f282ff8a8b7b11362d8a2c80cf5785,94.37,64.61697207594287,0,1325415238
c2f66ecf9af8789b45c4cf65d746b41b,2019-01-01 10:54:48,547fd832adacd8e66ab18c9bb5367fe41c513217828c90bada383ba9d9fdfcbc,bdd6cfe6194be7dade30edbae4b6437138ccc73adf7c4ecf217f868e4967e3dc,64.52,113.50888934013147,0,1325415288
573e840dfaa710256a6bce035d840630,2019-01-01 10:55:00,e41cb3ab9e42c91e3cc98464428a76b8dd7591434383fd542f6d7c06d01728a7,70b9e0a666b1fbca1546743240eaec7daf9c605d88681b60fcf7439cf8ba2d40,74.15,67.02582698670682,0,1325415300
3b839d88dbaefcbbdd1582cbab25f775,2019-01-01 10:56:02,0de38ae347a9e58feac38ee1ff5ac2e27fab1fb93f195f0cd9e14070697a8d6d,7abe12f6e2f460006516f3cef30c8aabf31f18a48fbdfa8483ce2046bfdfb97b,45.95,44.02399936113352,0,1325415362
7d44bb9f4bff0baee47628d5f7d29f95,2019-01-01 10:57:08,6ad7e63895879d60d34bd82c2c7cd0254f67fcde3cd5ad1a58228aa51546d7a8,685a171c28b5d60fe9546ee5a22bb0230c6ba2bcb320798db0ba5666833c4e7b,1.13,60.52654210191397,0,1325415428
724db45025e0ea5964d5c38173cb0b29,2019-01-01 10:58:26,ebd146520950de490b3f11a4fd33514ea44683dbe7f0753e7ca9dd7093d2526b,288eed208d21481fbe27570b49039b7a15423b1f05ade9eab4b27246baedfee9,147.49,109.19638966769625,0,1325415506
7d82687d8ac3a8329abefcffdb6f5265,2019-01-01 10:59:38,691a24d29d147c594447fffff7c8dd923712d00fb12c0cec8b37600257b294d9,55fc5a45019b66976e21c398b4890afa9ee5d1b164e124b8b0acb7f8e16c4bf6,1.12,11.512315222222675,0,1325415578
1f03ebed927af822b499d0cc64686450,2019-01-01 10:59:38,6ef72d5d34bf4869267cabcd9fdfc360aec3c30cfb64fbd4ce96714cc0a46812,f8f4bb606f63a3b7586c6a41dc5068cd9ea510d29cf665351f629f1007b88d6e,193.5,107.24265966346559,0,1325415578
fcd2317a375c66db7fe9d3bb8f19ac34,2019-01-01 10:59:42,aa9a72f3854b51bd2851fd0b7258bac8346b6b4c7d8eeebd2810c524612195e6,4f56945bf6cc34c82cb1f046cf1e35b9f95caa78c07eab5a88d035dbbe7c720e,64.71,101.56353837147886,0,1325415582
f7cbaef2f3acd39cb58b1d3789c4f9f4,2019-01-01 11:02:23,5faa0a0aaf822241a328fa5f6ae69b7f3e29fe46efbf4987722f3cc01894d9e4,14db1fe03b004de727c4753fdbf8aa494acd39891ed2cb58d531975b918b7dfb,1.43,43.04054784477909,0,1325415743
56c81fc5198cf35619ddfff533af2298,2019-01-01 11:02:29,5c75e8875fcca1eac190290895df0dc856c1271b5df3ec4f4c3d7b455aff26d3,0bbefae66db9b6c137845ad5f2c9aba7a570aafa469753243867a99b4395db7e,6.79,107.85207398034032,0,1325415749
d7f75180d77d8ebdcf6ce6531e036902,2019-01-01 11:02:45,6709d0d301c905b69c123a8f5de8fb7e8d4c5b2947598f033150b9a68a20f6f3,fd7fc32fee72f727d26e458fc5335ebb75a28b95981e891edb4fd6289a010aed,40.63,82.66190725672601,0,1325415765
e4084664b9be4441b1547a9aa1bbf231,2019-01-01 11:03:54,383111f748020cef7c2e3d57f42e452e99198fdd780ef742f0ff03ffc26a5be8,25290a6d58c42e1385d160c7c06a82f91a85f5650c09a41daadac2018da0675b,43.26,9.068548018832411,0,1325415834
84ab08e6c1254fc44be248299a10e748,2019-01-01 11:05:27,22451b3b7b3a70b63c32a44bc929f89fc646aff4780669f14d8ae9fdab17188b,c2f21725eb953855e8661064ee7938ad904c8e14eff3f9f49a1bafa1b358ef81,59.39,35.983219562022796,0,1325415927
f423e9a6205ae6ffb9e8bbc07cc2cbf4,2019-01-01 11:05:33,83169013fd9205aab7ca93e193da9723ac228a59dead520546aa0a38471ae4a1,ca7c8bdbf38295c94b83f7d5cbdde56b1602be80475e5844ff75c8e7cb4af890,62.6,106.95060002513127,0,1325415933
f20fe1b14149da7d1a22a3e4d3b95077,2019-01-01 11:05:46,bbebc2b2410a6010321eec043d106f06a1e747ad85b7c86b1794f47e529cd5b9,9c358157caa640da37e25ba793a8fc031209514522cb7a49259a8b6a4def0b37,50.47,43.0650299963128,0,1325415946
fd9d751fad8e1f9cf1d3eed07e1d66ec,2019-01-01 11:05:50,5005a10ffcbe2107cd10eead8aac2d5d99ab1fc6ecfaac1a9f7ab552ea630483,e37d28a879d2512bf0008197430e0ae42685e4375aef601c0242b44f6b7820bc,1.85,106.33276164965349,0,1325415950
679a6efcb617572e972d526cc17d9fdd,2019-01-01 11:06:24,ca23ff13de7cdf616f3d34a425d6f5b0e29af97a7d07b66b384843807d39ad89,d5c8522f28ee6635588425d5967fcfbf9662b5dcecf783b22f7328678b463c23,6.7,91.02872424463219,0,1325415984
bd20c5baa98ea92c479071634df19c3d,2019-01-01 11:06:42,993819c8af51c4994d4b20df6b4ca74a47169d2c855d791104018eb608585ccf,7ca6a9c56cd648f1e3f7d4a10fd60aca080fe35b1223d696f398df32a96b6655,29.99,61.29332367126032,0,1325416002
ef938ea5919bfe61780b1b920ba93226,2019-01-01 11:06:52,88db9ea36536553b8a773e9c8dd82dd269d6204bd1549110b76f81de9166683f,a04dd0fa8e17ef114c65a3510dd2146a44521f51b90334b982cc327bcee56d87,43.45,110.39358840071003,0,1325416012
781a888db6ecf76411647bf6cfa52cbd,2019-01-01 11:07:57,53cd2b277fd3bab0cbea0b3da0da0ce4e6fc16ee4f782cc22fc949f4264a5b2c,c895b4527e8d5ed6ff743a76a335c26800dd3fc7d493a07f119c875fcb511b81,68.73,90.17816533562866,0,1325416077
